0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,52,52,52,52,52,52,52,53,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68,69,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68,69,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68,69,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68,69,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68,69,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,84,84,84,84,84,84,84,85,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0,0,0,0,0,67,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,51,52,52,52,52,52,52,52,68,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,67,68,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,83,68,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,67,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,67,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,69,0,0,0,0,67,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,52,52,52,52,68,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0
