0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,5,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,0,0,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,1,0,6,0,54,0,0,0,0,6,0,0,0,0,0,0
0,0,0,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
0,0,0,25,0,0,24,0,0,0,0,0,0,26,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,6,0,0,0,5,0,0,0,6,6,54,0,6,7
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
