0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,51,53,51,52,53,0,0,0,0,51,52,53,51,53,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,67,69,67,68,69,0,0,0,0,67,68,69,67,69,0,0,0,0,0,0,0,0
0,0,0,0,0,0,51,52,68,69,67,68,69,0,0,0,0,67,68,69,67,68,52,53,0,0,0,0,0,0
0,0,0,0,0,0,67,68,68,69,67,68,69,0,0,0,0,67,68,69,67,68,68,69,0,0,0,0,0,0
0,0,0,0,51,52,68,68,68,69,67,68,69,0,0,0,0,67,68,69,67,68,68,68,52,53,0,0,0,0
0,0,0,0,83,84,84,84,84,85,67,68,68,52,52,52,52,68,68,69,83,84,84,84,84,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0,83,84,84,84,84,84,84,84,84,85,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,52
68,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,68
68,68,68,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,68,68,68
68,68,68,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,68,68,68
68,68,68,68,68,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,68,68,68,68,68
68,68,68,68,68,68,68,52,52,53,0,0,0,0,0,0,0,0,0,0,51,52,52,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,69,0,0,0,0,0,0,0,0,0,0,67,68,68,68,68,68,68,68,68,68
