0,0,96,97,97,97,97,98,0,0,0,0,0,0,0,0,0,0,0,0
0,0,96,97,97,97,97,99,82,0,0,0,0,0,0,0,0,0,0,0
0,80,100,97,97,97,97,97,98,0,0,0,0,0,0,0,0,0,0,0
80,100,97,97,97,97,97,97,98,0,0,0,0,0,0,0,0,0,0,0
100,97,97,97,97,97,97,97,98,0,0,0,80,81,81,81,81,81,81,81
97,97,97,97,83,97,97,83,114,0,0,80,97,97,97,97,97,97,97,97
84,97,97,97,97,97,97,98,0,0,80,97,97,97,97,97,97,97,97,97
97,97,97,97,97,97,97,99,81,81,100,97,97,97,97,97,97,97,97,99
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
97,84,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
97,97,97,97,97,97,97,97,97,97,97,97,97,84,83,97,97,97,97,97
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
100,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,83
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
